price,rooms,area,location
"683,46 €",3 Zi.,76.59 m²,locationGrieskirchen
"694,98 €",2 Zi.,48.61 m²,locationGraz (Liebenau)
"665,01 €",2 Zi.,48.76 m²,locationSt. Pölten (St. Pölten)
795 €,3 Zi.,61.82 m²,locationSt. Pölten (St. Pölten)
895 €,3 Zi.,88.08 m²,locationSt. Pölten (St. Pölten)
"555,01 €",2 Zi.,48.79 m²,locationSt. Pölten (St. Pölten)
"825,01 €",3 Zi.,61.59 m²,locationSt. Pölten (St. Pölten)
825 €,3 Zi.,61.6 m²,locationSt. Pölten (St. Pölten)
699 €,3 Zi.,66.56 m²,locationHollenthon
"558,61 €",3 Zi.,56.31 m²,locationGraz (Gries)
999 €,2 Zi.,75.81 m²,locationGraz (Lend)
1.049 €,3 Zi.,75.77 m²,locationGraz (Lend)
749 €,2 Zi.,52.81 m²,locationGraz (Lend)
699 €,2 Zi.,51.06 m²,locationGraz (Lend)
"500,78 €",1.5 Zi.,37 m²,locationGraz (Jakomini)
1.200 €,3 Zi.,110 m²,locationNiedernsill
2.800 €,3 Zi.,170 m²,locationVelden
"825,30 €",,74.66 m²,locationAttnang-Puchheim
899 €,2 Zi.,48.99 m²,locationWien (Favoriten)
"767,71 €",3 Zi.,76 m²,locationWaidhofen an der Ybbs (Waidhofen an der Ybbs)
1.098 €,,74.53 m²,locationWien (Meidling)
"817,88 €",2 Zi.,63.72 m²,locationGraz (Gries)
"779,44 €",,47.5 m²,locationUnterpremstätten
1.075 €,3 Zi.,64.76 m²,locationWien (Liesing)
1.050 €,3 Zi.,,locationLengau
"339,27 €",1 Zi.,21.22 m²,locationZeltweg
1.725 €,4 Zi.,95.83 m²,locationWien (Favoriten)
865 €,2 Zi.,49 m²,locationWien (Liesing)
865 €,2 Zi.,49 m²,locationWien (Liesing)
750 €,3 Zi.,74.42 m²,locationAlkoven
"974,41 €",3 Zi.,68.97 m²,locationTulln an der Donau
"777,48 €",2 Zi.,45.08 m²,locationWien (Floridsdorf)
"938,89 €",2 Zi.,51.62 m²,locationWien (Floridsdorf)
"1.264,89 €",3 Zi.,82.81 m²,locationWien (Floridsdorf)
"645,87 €",2 Zi.,69.2 m²,locationPeggau
"526,22 €",2 Zi.,45.31 m²,locationDeutschfeistritz
775 €,3 Zi.,72.62 m²,locationJennersdorf
"1.105,58 €",3 Zi.,89.25 m²,locationGraz (Lend)
"540,40 €",1.5 Zi.,39 m²,locationSteyr (Steyr)
1.490 €,3 Zi.,69 m²,locationMattsee
"549,62 €",2 Zi.,54.22 m²,locationWeiten
"794,95 €",2 Zi.,43.46 m²,locationLinz (Linz)
"1.126,14 €",3.5 Zi.,63.68 m²,locationLinz (Linz)
"1.126,43 €",3.5 Zi.,63.7 m²,locationLinz (Linz)
"1.049,73 €",3 Zi.,59.75 m²,locationLinz (Linz)
1.450 €,3 Zi.,70 m²,locationHopfgarten im Brixental
2.300 €,3 Zi.,110 m²,locationKössen
"977,86 €",2 Zi.,60.13 m²,locationWien (Josefstadt)
"951,27 €",2 Zi.,56 m²,locationWolkersdorf im Weinviertel
"408,24 €",2 Zi.,59.2 m²,locationSigmundsherberg
"779,66 €",2 Zi.,47.78 m²,locationWien (Döbling)
"1.570,86 €",3 Zi.,102.61 m²,locationWien (Landstraße)
"798,48 €",2 Zi.,51.21 m²,locationWien (Hernals)
"2.612,52 €",3 Zi.,130 m²,locationWien (Hietzing)
1.129 €,3 Zi.,116 m²,locationKlagenfurt am Wörthersee (Innere Stadt)
4.490 €,6 Zi.,185 m²,"locationWien,Döbling (Döbling)"
"1.246,79 €",4 Zi.,83 m²,locationBaden
750 €,2 Zi.,48.39 m²,locationLoosdorf
"3.096,25 €",4 Zi.,160.28 m²,locationWien (Wieden)
1.600 €,3 Zi.,78.09 m²,locationWien (Favoriten)
"763,17 €",2 Zi.,68.3 m²,locationLinz (Waldegg)
899 €,2 Zi.,48.99 m²,locationWien (Favoriten)
1.725 €,4 Zi.,95.83 m²,locationWien (Favoriten)
"999,68 €",2 Zi.,65.91 m²,locationWien (Währing)
"1.695,65 €",3 Zi.,67.88 m²,locationWien (Leopoldstadt)
"934,71 €",3 Zi.,79.88 m²,locationGraz (Gries)
"538,50 €",3 Zi.,88.38 m²,locationZeltweg
"3.517,33 €",3 Zi.,,locationWien (Innere Stadt)
"885,83 €",4 Zi.,99.15 m²,locationRaab
"723,40 €",3 Zi.,79 m²,locationSt. Pölten (St. Pölten)
590 €,3 Zi.,86.01 m²,locationTadten
"528,15 €",,36.87 m²,locationRied im Innkreis
800 €,2 Zi.,71.02 m²,locationFürstenfeld
"2.459,60 €",4.5 Zi.,160 m²,locationWien (Innere Stadt)
1.200 €,3 Zi.,76.16 m²,locationWien (Floridsdorf)
790 €,2 Zi.,61 m²,locationWien (Liesing)
2.450 €,4 Zi.,119 m²,locationKirchberg in Tirol
"664,62 €",2 Zi.,58.34 m²,locationLichtenwörth-Nadelburg
"949,01 €",2 Zi.,52.14 m²,locationWien (Donaustadt)
"532,09 €",2 Zi.,71.31 m²,locationApetlon
"899,01 €",2 Zi.,51.14 m²,locationWien (Liesing)
1.991 €,5 Zi.,180 m²,locationBaden
"2.389,47 €",4 Zi.,121.46 m²,locationSalzburg (Salzburg)
"1.519,26 €",3 Zi.,71.2 m²,locationWien (Alsergrund)
"2.623,09 €",3 Zi.,109 m²,locationWien (Währing)
"744,37 €",2 Zi.,38.13 m²,locationWien (Donaustadt)
880 €,2 Zi.,45.57 m²,locationWien (Hernals)
"873,60 €",2 Zi.,57.23 m²,locationOhlsdorf
"999,59 €",2 Zi.,60.13 m²,locationLinz (Kleinmünchen)
"2.721,10 €",2.5 Zi.,99.53 m²,locationWien (Innere Stadt)
"950,43 €",3 Zi.,87.79 m²,locationUnterolberndorf
"929,08 €",3 Zi.,82.58 m²,locationWien (Rudolfsheim-Fünfhaus)
1.099 €,3 Zi.,79.64 m²,locationGraz (Lend)
"749,01 €",2 Zi.,55.72 m²,locationGraz (Lend)
"749,01 €",2 Zi.,55.71 m²,locationGraz (Lend)
"749,01 €",2 Zi.,55.71 m²,locationGraz (Lend)
1.099 €,3 Zi.,80.9 m²,locationGraz (Lend)
650 €,,80 m²,locationDeutschlandsberg
3.000 €,4 Zi.,117.23 m²,locationSalzburg (Leopoldskron)
992 €,3 Zi.,63.82 m²,locationLinz (Waldegg)
998 €,3 Zi.,63.75 m²,locationLinz (Waldegg)
962 €,3 Zi.,63.2 m²,locationMayrhofen
860 €,2 Zi.,52 m²,locationWien (Donaustadt)
899 €,2 Zi.,54 m²,locationWien (Brigittenau)
1.890 €,2.5 Zi.,80.08 m²,locationWien (Innere Stadt)
3.350 €,5 Zi.,145.88 m²,locationWien (Innere Stadt)
920 €,2 Zi.,53.74 m²,locationUderns
1.040 €,2 Zi.,63.69 m²,locationFügenberg
"481,44 €",2 Zi.,52.08 m²,locationGraz (Andritz)
"1.299,01 €",3 Zi.,77 m²,locationWien (Alsergrund)
"2.349,74 €",3 Zi.,110.49 m²,locationLinz (Pöstlingberg)
"799,88 €",2 Zi.,46.24 m²,locationLinz (Lustenau)
"761,74 €",2 Zi.,52.21 m²,locationKalsdorf bei Graz
"840,84 €",2 Zi.,56.12 m²,locationGraz (Wetzelsdorf)
"751,88 €",1 Zi.,55.55 m²,locationGraz (Gries)
549 €,2 Zi.,54.86 m²,locationGraz (Eggenberg)
"1.139,81 €",3 Zi.,80 m²,locationSt. Pölten (St. Pölten)
1.648 €,2 Zi.,65 m²,locationWien (Brigittenau)
2.840 €,5 Zi.,168 m²,locationWien (Währing)
"3.706,08 €",6 Zi.,248.84 m²,locationWien (Währing)
1.280 €,3.5 Zi.,71.57 m²,locationZirl
"1.160,01 €",2 Zi.,55 m²,locationWien (Rudolfsheim-Fünfhaus)
"910,01 €",2 Zi.,42.5 m²,locationWien (Rudolfsheim-Fünfhaus)
1.525 €,3 Zi.,74.22 m²,locationWien (Rudolfsheim-Fünfhaus)
910 €,2 Zi.,43.47 m²,locationWien (Rudolfsheim-Fünfhaus)
920 €,2 Zi.,46.52 m²,locationWien (Rudolfsheim-Fünfhaus)
"1.689,99 €",3 Zi.,86.04 m²,locationWien (Rudolfsheim-Fünfhaus)
"1.684,99 €",3 Zi.,85.95 m²,locationWien (Rudolfsheim-Fünfhaus)
1.695 €,3 Zi.,84.55 m²,locationWien (Rudolfsheim-Fünfhaus)
920 €,2 Zi.,45.24 m²,locationWien (Rudolfsheim-Fünfhaus)
"919,99 €",2 Zi.,45.35 m²,locationWien (Rudolfsheim-Fünfhaus)
"919,99 €",2 Zi.,45.29 m²,locationWien (Rudolfsheim-Fünfhaus)
"919,99 €",2 Zi.,45.5 m²,locationWien (Rudolfsheim-Fünfhaus)
"920,01 €",2 Zi.,45.36 m²,locationWien (Rudolfsheim-Fünfhaus)
965 €,2 Zi.,48.65 m²,locationWien (Rudolfsheim-Fünfhaus)
935 €,2 Zi.,46.71 m²,locationWien (Rudolfsheim-Fünfhaus)
1.730 €,3 Zi.,86.1 m²,locationWien (Rudolfsheim-Fünfhaus)
"1.690,01 €",3 Zi.,84.23 m²,locationWien (Rudolfsheim-Fünfhaus)
1.690 €,3 Zi.,83.96 m²,locationWien (Rudolfsheim-Fünfhaus)
925 €,2 Zi.,45.84 m²,locationWien (Rudolfsheim-Fünfhaus)
"850,01 €",2 Zi.,42.48 m²,locationWien (Rudolfsheim-Fünfhaus)
"920,01 €",2 Zi.,42.2 m²,locationWien (Rudolfsheim-Fünfhaus)
"919,99 €",2 Zi.,42.09 m²,locationWien (Rudolfsheim-Fünfhaus)
"919,99 €",2 Zi.,41.93 m²,locationWien (Rudolfsheim-Fünfhaus)
"920,01 €",2 Zi.,41.84 m²,locationWien (Rudolfsheim-Fünfhaus)
"1.755,01 €",3 Zi.,81.59 m²,locationWien (Rudolfsheim-Fünfhaus)
1.715 €,3 Zi.,84.05 m²,locationWien (Rudolfsheim-Fünfhaus)
1.715 €,3 Zi.,83.6 m²,locationWien (Rudolfsheim-Fünfhaus)
1.300 €,3 Zi.,78.83 m²,locationWien (Favoriten)
890 €,3.5 Zi.,73 m²,locationSatteins
"657,62 €",2 Zi.,40.9 m²,locationWiener Neustadt
3.000 €,5 Zi.,165 m²,locationWien (Währing)
"411,48 €",1 Zi.,32.35 m²,locationLiezen
"593,68 €",3 Zi.,56.24 m²,locationLiezen
"1.414,89 €",3 Zi.,72.18 m²,locationKlosterneuburg
1.784 €,4 Zi.,112 m²,locationSt. Johann in Tirol
1.151 €,4 Zi.,89.49 m²,locationLoich
609 €,2 Zi.,61.58 m²,locationPöchlarn
"549,58 €",2 Zi.,50.43 m²,locationVölkermarkt
"1.299,03 €",3 Zi.,63.68 m²,locationWien (Donaustadt)
"639,04 €",2 Zi.,50 m²,locationGraz (Eggenberg)
"638,87 €",2 Zi.,50 m²,locationGraz (Eggenberg)
865 €,3 Zi.,63.47 m²,locationSinabelkirchen
570 €,2 Zi.,43 m²,locationGraz (Mariatrost)
950 €,2 Zi.,68.41 m²,"locationWien,Meidling (Meidling)"
1.965 €,5 Zi.,162.6 m²,locationZelll am See
745 €,2 Zi.,50 m²,locationFrastanz
"767,45 €",3 Zi.,83.49 m²,locationHofamt Priel
"618,87 €",2 Zi.,48.27 m²,locationFürstenfeld
1.350 €,5 Zi.,69 m²,locationRohrberg
"1.199,21 €",3.5 Zi.,77 m²,locationWien (Liesing)
1.300 €,3 Zi.,74.19 m²,locationHötting (Hötting)
"742,52 €",2 Zi.,70.35 m²,locationKirnberg an der Mank
1.790 €,3 Zi.,79.88 m²,locationInnsbruck (Innsbruck)
"854,54 €",3 Zi.,64.81 m²,locationLinz (Lustenau)
"819,52 €",2 Zi.,40.64 m²,locationWien (Donaustadt)
"815,17 €",2 Zi.,47.54 m²,locationWien (Donaustadt)
2.490 €,2 Zi.,81 m²,locationWien (Hietzing)
"692,83 €",2 Zi.,48.51 m²,locationSt. Pölten (Teufelhof)
1.572 €,4 Zi.,89.98 m²,locationZell am See
"619,63 €",2 Zi.,50 m²,locationWien (Simmering)
920 €,1 Zi.,47 m²,locationLinz (Waldegg)
3.500 €,4 Zi.,132.11 m²,locationWien (Döbling)
2.289 €,3 Zi.,,locationSalzburg (Salzburg)
395 €,1 Zi.,30 m²,"locationKlagenfurt, (St. Ruprecht)"
"1.033,01 €",4 Zi.,103.87 m²,locationKartitsch
7.950 €,5 Zi.,192.09 m²,locationWien (Donaustadt)
749 €,1 Zi.,33.96 m²,locationWien (Penzing)
"715,34 €",2 Zi.,,locationGraz (Straßgang)
"1.000,83 €",5 Zi.,78.06 m²,locationHaus im Ennstal
1.030 €,2 Zi.,51.75 m²,locationZirl
"857,64 €",3 Zi.,81.16 m²,locationKirnberg an der Mank
"756,87 €",2 Zi.,53.44 m²,locationGraz (Puntigam)
"3.300,52 €",,168.5 m²,"locationWien,Döbling (Döbling)"
720 €,3 Zi.,77 m²,locationVölkermarkt
1.250 €,3.5 Zi.,82.07 m²,locationDornbirn
1.050 €,3 Zi.,65.63 m²,locationWien (Landstraße)
"995,77 €",2 Zi.,58.21 m²,locationWien (Floridsdorf)
"877,66 €",3 Zi.,,locationRiedau
"892,53 €",4 Zi.,,locationRiedau
657 €,,58.06 m²,locationWildendürnbach
"823,75 €",2 Zi.,49.67 m²,locationWien (Liesing)
"1.006,39 €",2 Zi.,54.31 m²,locationLinz (Lustenau)
"1.169,12 €",3 Zi.,85 m²,locationSt. Pölten (Teufelhof)
480 €,1 Zi.,38 m²,locationGraz (Ries)
890 €,2 Zi.,54.66 m²,locationEben im Pongau
"583,38 €",2 Zi.,53.5 m²,"locationGraz,05.Bez.:Gries (Lend)"
"949,30 €",2 Zi.,56.28 m²,locationWien (Brigittenau)
"764,50 €",2 Zi.,50.62 m²,locationWien (Simmering)
"1.153,90 €",3 Zi.,78.15 m²,locationWien (Simmering)
1.240 €,3 Zi.,67 m²,locationTelfs
"639,13 €",1 Zi.,45.01 m²,locationPaternion
"790,90 €",2 Zi.,52.27 m²,locationAsten
1.000 €,3 Zi.,100 m²,locationVöcklabruck
1.550 €,3 Zi.,76.3 m²,locationDornbirn
745 €,2 Zi.,53 m²,"locationGraz,06.Bez.:Jakomini (Sankt Leonhard)"
"898,95 €",2 Zi.,51.78 m²,locationWien (Penzing)
748 €,2 Zi.,59 m²,locationGraz (Jakomini)
"960,31 €",2 Zi.,55.7 m²,locationWien (Mariahilf)
"959,37 €",,73.2 m²,"locationWien, Floridsdorf (Floridsdorf)"
"1.670,54 €",,128.35 m²,locationWolkersdorf im Weinviertel
"1.152,82 €",2 Zi.,66.34 m²,locationWien (Hietzing)
"1.119,66 €",2 Zi.,78 m²,locationWien (Döbling)
"842,39 €",3 Zi.,54.69 m²,locationLinz (Lustenau)
"842,39 €",3 Zi.,54.66 m²,locationLinz (Lustenau)
1.049 €,3 Zi.,67.9 m²,locationLinz (Lustenau)
"544,62 €",2 Zi.,43.16 m²,locationGraz (Sankt Leonhard)
"675,13 €",2 Zi.,50.77 m²,locationGraz (Sankt Leonhard)
1.160 €,3 Zi.,74.6 m²,locationFeldkirch
auf Anfrage,3 Zi.,76 m²,locationOber-Grafendorf
798 €,2 Zi.,42 m²,locationWien (Floridsdorf)
"508,49 €",1 Zi.,38.61 m²,locationJennersdorf
931 €,3 Zi.,84.34 m²,locationGraz (Eggenberg)
1.049 €,4 Zi.,86 m²,locationRannersdorf
1.295 €,2 Zi.,63 m²,"locationWien, Innere Stadt (Innere Stadt)"
1.580 €,3 Zi.,72 m²,"locationWien, Innere Stadt (Innere Stadt)"
"964,15 €",2 Zi.,61.08 m²,locationLinz (Linz)
"885,87 €",2 Zi.,66.27 m²,locationLinz (Linz)
"2.186,38 €",6 Zi.,175 m²,locationLinz (Linz)
"844,99 €",2 Zi.,56.79 m²,locationGraz (Sankt Leonhard)
615 €,,45 m²,locationWallsee
"1.649,49 €",3 Zi.,132.5 m²,locationWien (Landstraße)
430 €,1 Zi.,35 m²,locationTraisen
1.260 €,2 Zi.,67 m²,locationSankt Georgen bei Salzburg
1.099 €,3 Zi.,67.06 m²,locationLinz (Lustenau)
1.099 €,3 Zi.,67.73 m²,locationLinz (Lustenau)
"842,39 €",3 Zi.,54.65 m²,locationLinz (Lustenau)
"842,39 €",3 Zi.,54.54 m²,locationLinz (Lustenau)
"842,39 €",3 Zi.,55.04 m²,locationLinz (Lustenau)
"791,21 €",3 Zi.,55.01 m²,locationLinz (Lustenau)
980 €,,67 m²,"locationWien,Ottakring (Ottakring)"
280 €,1 Zi.,27 m²,locationGossendorf
auf Anfrage,,89.77 m²,locationLangenlois
1.248 €,2 Zi.,53.87 m²,locationInnsbruck (Innsbruck)
"1.064,49 €",2 Zi.,52.76 m²,locationWien (Hernals)
900 €,4 Zi.,89 m²,locationNeunkirchen
899 €,2 Zi.,48.99 m²,locationWien (Favoriten)
"1.275,08 €",2 Zi.,76.39 m²,locationLinz (Waldegg)
1.400 €,3 Zi.,70.5 m²,locationWien (Floridsdorf)
"899,57 €",2 Zi.,59.58 m²,locationWien (Favoriten)
"1.026,27 €",3.5 Zi.,69.58 m²,locationLinz (Waldegg)
790 €,2 Zi.,45.74 m²,locationWien (Floridsdorf)
775 €,2 Zi.,48.26 m²,locationWien (Floridsdorf)
750 €,2 Zi.,42.8 m²,locationWien (Floridsdorf)
770 €,2 Zi.,48.51 m²,locationWien (Floridsdorf)
"876,26 €",3 Zi.,80.15 m²,locationGänserndorf
770 €,2 Zi.,46.03 m²,locationWien (Floridsdorf)
auf Anfrage,3 Zi.,49.68 m²,locationKirchberg in Tirol
1.180 €,3 Zi.,71.41 m²,locationWien (Floridsdorf)
940 €,2 Zi.,49.22 m²,locationWien (Floridsdorf)
999 €,3 Zi.,72.26 m²,locationMünchendorf
"1.545,01 €",3 Zi.,81.38 m²,locationWien (Rudolfsheim-Fünfhaus)
860 €,2 Zi.,43.32 m²,locationWien (Rudolfsheim-Fünfhaus)
910 €,2 Zi.,43.4 m²,locationWien (Rudolfsheim-Fünfhaus)
"1.160,01 €",2 Zi.,58.01 m²,locationWien (Rudolfsheim-Fünfhaus)
930 €,2 Zi.,58.35 m²,locationWien (Floridsdorf)
1.660 €,3 Zi.,78.4 m²,locationWien (Rudolfsheim-Fünfhaus)
"810,01 €",2 Zi.,39.39 m²,locationWien (Rudolfsheim-Fünfhaus)
1.050 €,2 Zi.,67.1 m²,locationWien (Simmering)
899 €,1 Zi.,38.9 m²,locationWien (Innere Stadt)
"698,99 €",2 Zi.,47.2 m²,locationSeiersberg
"1.186,02 €",4 Zi.,108 m²,locationGänserndorf
"811,03 €",2 Zi.,73 m²,locationGänserndorf
"2.104,43 €",3 Zi.,104.52 m²,locationWien (Wieden)
715 €,1 Zi.,35 m²,locationWien (Hernals)
780 €,2 Zi.,45.97 m²,locationWien (Floridsdorf)
775 €,2 Zi.,46.5 m²,locationWien (Floridsdorf)
930 €,2 Zi.,56.34 m²,locationWien (Floridsdorf)
849 €,2 Zi.,47.63 m²,locationWien (Floridsdorf)
849 €,2 Zi.,47.27 m²,locationWien (Floridsdorf)
1.100 €,3 Zi.,67.62 m²,locationWien (Floridsdorf)
1.100 €,3 Zi.,65.49 m²,locationWien (Floridsdorf)
1.100 €,3 Zi.,64.9 m²,locationWien (Floridsdorf)
1.150 €,3 Zi.,66.2 m²,locationWien (Floridsdorf)
999 €,2 Zi.,58.86 m²,locationWien (Floridsdorf)
"2.364,75 €",2 Zi.,91 m²,locationWien (Innere Stadt)
849 €,2 Zi.,49.37 m²,locationWien (Floridsdorf)
790 €,2 Zi.,45.86 m²,locationWien (Floridsdorf)
"890,60 €",2 Zi.,51 m²,locationWien (Mariahilf)
"1.945,33 €",6 Zi.,164 m²,locationKlagenfurt am Wörthersee (St. Martin)
1.414 €,3 Zi.,100 m²,locationMichaelerberg-Pruggern
"898,32 €",2 Zi.,61 m²,locationWien(Stadt) (Meidling)
"678,57 €",2 Zi.,63.9 m²,locationGuntramsdorf
"620,78 €",3 Zi.,62 m²,locationMürzzuschlag
"808,41 €",2 Zi.,66.26 m²,locationGraz (Gries)
"849,80 €",4 Zi.,80 m²,locationBruck an der Mur
737 €,2 Zi.,66 m²,locationMürzzuschlag
"591,70 €",2 Zi.,64 m²,locationTurnau
"659,44 €",2 Zi.,52.5 m²,locationGraz (Gries)
1.760 €,6 Zi.,203 m²,locationOberletzen / Unterletzen
"1.298,95 €",3 Zi.,75.64 m²,locationWien (Floridsdorf)
1.200 €,3 Zi.,85.39 m²,locationWien (Floridsdorf)
"877,25 €",3 Zi.,80 m²,locationGänserndorf
"848,27 €",2 Zi.,52.2 m²,locationWien (Liesing)
899 €,2 Zi.,56.97 m²,locationWien (Floridsdorf)
"898,98 €",2 Zi.,51.5 m²,locationWien (Brigittenau)
"2.198,90 €",3 Zi.,69.3 m²,locationWien (Leopoldstadt)
"849,74 €",1 Zi.,56.92 m²,locationWien (Simmering)
1.400 €,1 Zi.,93.8 m²,locationWien (Simmering)
950 €,2 Zi.,69 m²,locationLangen bei Bregenz
1.135 €,3 Zi.,71 m²,locationLangen bei Bregenz
539 €,1 Zi.,27.52 m²,locationWien (Floridsdorf)
1.370 €,3 Zi.,84 m²,locationKössen
"943,01 €",2 Zi.,52.15 m²,locationLinz (Linz)
549 €,,48 m²,locationDeutschlandsberg
670 €,1 Zi.,40 m²,locationWels (Grabenhof)
902 €,,82.31 m²,locationEchsenbach
920 €,3 Zi.,66.66 m²,"locationGraz,14.Bez.:Eggenberg (Eggenberg)"
350 €,2 Zi.,44 m²,locationGossendorf
"917,40 €",2 Zi.,41.7 m²,locationWien (Donaustadt)
"1.356,81 €",3 Zi.,87.89 m²,locationWien (Floridsdorf)
"893,61 €",3 Zi.,76 m²,locationWiener Neustadt
"947,22 €",2 Zi.,62.62 m²,locationWien (Donaustadt)
950 €,3 Zi.,75 m²,locationGraz (Liebenau)
840 €,3 Zi.,49.19 m²,locationWien (Donaustadt)
"906,53 €",3 Zi.,,locationPeuerbach
"724,68 €",3 Zi.,,locationPeuerbach
"897,49 €",3 Zi.,,locationPeuerbach
"549,55 €",3 Zi.,58 m²,locationLeoben
"949,17 €",2 Zi.,49.24 m²,locationWien (Rudolfsheim-Fünfhaus)
"469,28 €",1 Zi.,41.1 m²,locationLinz (Waldegg)
"636,43 €",3 Zi.,73.91 m²,locationGobelsburg
"751,49 €",3 Zi.,78.38 m²,locationRainbach im Mühlkreis
"587,66 €",3 Zi.,73.67 m²,locationMicheldorf
"736,91 €",3 Zi.,61.21 m²,locationEnns
1.300 €,4 Zi.,98.31 m²,locationNeuhofen im Innkreis
890 €,2 Zi.,46.76 m²,locationWien (Simmering)
720 €,2 Zi.,33.86 m²,locationWien (Simmering)
3.495 €,5 Zi.,167.37 m²,locationWien (Wieden)
760 €,2 Zi.,33.82 m²,locationWien (Simmering)
999 €,2 Zi.,55.56 m²,locationWien (Hietzing)
"1.370,59 €",3 Zi.,70.86 m²,locationWien (Döbling)
1.149 €,2 Zi.,63.31 m²,locationWien (Favoriten)
1.149 €,2 Zi.,63.03 m²,locationWien (Favoriten)
1.749 €,3 Zi.,90.69 m²,locationWien (Favoriten)
1.299 €,2 Zi.,63.62 m²,locationWien (Favoriten)
889 €,2 Zi.,56.34 m²,locationWien (Favoriten)
959 €,2 Zi.,57.24 m²,locationWien (Favoriten)
979 €,2 Zi.,56.42 m²,locationWien (Favoriten)
899 €,2 Zi.,56.34 m²,locationWien (Favoriten)
919 €,2 Zi.,57.35 m²,locationWien (Favoriten)
899 €,2 Zi.,56.34 m²,locationWien (Favoriten)
909 €,2 Zi.,57.35 m²,locationWien (Favoriten)
929 €,2 Zi.,57.24 m²,locationWien (Favoriten)
929 €,2 Zi.,57.24 m²,locationWien (Favoriten)
869 €,2 Zi.,56.42 m²,locationWien (Favoriten)
899 €,2 Zi.,56.34 m²,locationWien (Favoriten)
899 €,2 Zi.,56.34 m²,locationWien (Favoriten)
909 €,2 Zi.,57.24 m²,locationWien (Favoriten)
799 €,2 Zi.,47.34 m²,locationWien (Liesing)
835 €,2 Zi.,50.93 m²,locationWien (Liesing)
1.250 €,3 Zi.,72.83 m²,locationWien (Liesing)
1.360 €,4 Zi.,77.27 m²,locationWien (Liesing)
825 €,2 Zi.,51.64 m²,locationWien (Liesing)
1.270 €,3 Zi.,73.31 m²,locationWien (Liesing)
1.380 €,4 Zi.,77.09 m²,locationWien (Liesing)
1.290 €,3 Zi.,73.31 m²,locationWien (Liesing)
1.399 €,4 Zi.,77.1 m²,locationWien (Liesing)
1.310 €,3 Zi.,73.31 m²,locationWien (Liesing)
1.320 €,3 Zi.,68.15 m²,locationWien (Liesing)
1.330 €,3 Zi.,72.18 m²,locationWien (Liesing)
840 €,2 Zi.,49.09 m²,locationWien (Liesing)
835 €,2 Zi.,47.02 m²,locationWien (Liesing)
815 €,2 Zi.,49 m²,locationWien (Liesing)
1.360 €,4 Zi.,77.13 m²,locationWien (Liesing)
850 €,2 Zi.,49.08 m²,locationWien (Liesing)
"845,01 €",2 Zi.,47.02 m²,locationWien (Liesing)
825 €,2 Zi.,48.95 m²,locationWien (Liesing)
855 €,2 Zi.,47.02 m²,locationWien (Liesing)
860 €,2 Zi.,50.31 m²,locationWien (Liesing)
835 €,2 Zi.,48.96 m²,locationWien (Liesing)
835 €,2 Zi.,48.99 m²,locationWien (Liesing)
1.399 €,4 Zi.,77.2 m²,locationWien (Liesing)
1.399 €,4 Zi.,77.2 m²,locationWien (Liesing)
865 €,2 Zi.,47.02 m²,locationWien (Liesing)
"845,01 €",2 Zi.,48.97 m²,locationWien (Liesing)
845 €,2 Zi.,48.99 m²,locationWien (Liesing)
1.420 €,4 Zi.,77.2 m²,locationWien (Liesing)
855 €,2 Zi.,48.96 m²,locationWien (Liesing)
855 €,2 Zi.,49 m²,locationWien (Liesing)
1.299 €,3 Zi.,70.3 m²,locationWien (Liesing)
1.299 €,3 Zi.,70.31 m²,locationWien (Liesing)
1.299 €,3 Zi.,66.51 m²,locationWien (Liesing)
1.299 €,3 Zi.,63.11 m²,locationWien (Liesing)
"865,01 €",2 Zi.,48.96 m²,locationWien (Liesing)
865 €,2 Zi.,49 m²,locationWien (Liesing)
1.330 €,3 Zi.,75.26 m²,locationWien (Liesing)
1.350 €,3 Zi.,74.93 m²,locationWien (Liesing)
815 €,2 Zi.,48.35 m²,locationWien (Liesing)
815 €,2 Zi.,48.35 m²,locationWien (Liesing)
1.360 €,4 Zi.,77.17 m²,locationWien (Liesing)
825 €,2 Zi.,48.35 m²,locationWien (Liesing)
825 €,2 Zi.,48.35 m²,locationWien (Liesing)
1.380 €,4 Zi.,77.19 m²,locationWien (Liesing)
"1.380,01 €",4 Zi.,77.2 m²,locationWien (Liesing)
835 €,2 Zi.,48.35 m²,locationWien (Liesing)
835 €,2 Zi.,48.35 m²,locationWien (Liesing)
1.399 €,4 Zi.,77.2 m²,locationWien (Liesing)
1.399 €,4 Zi.,77.2 m²,locationWien (Liesing)
845 €,2 Zi.,48.35 m²,locationWien (Liesing)
1.420 €,4 Zi.,77.16 m²,locationWien (Liesing)
855 €,2 Zi.,48.35 m²,locationWien (Liesing)
875 €,2 Zi.,51.44 m²,locationWien (Liesing)
1.299 €,3 Zi.,70.31 m²,locationWien (Liesing)
1.299 €,3 Zi.,70.29 m²,locationWien (Liesing)
865 €,2 Zi.,48.35 m²,locationWien (Liesing)
"865,01 €",2 Zi.,48.36 m²,locationWien (Liesing)
875 €,2 Zi.,51 m²,locationWien (Liesing)
1.330 €,3 Zi.,75.27 m²,locationWien (Liesing)
1.350 €,3 Zi.,74.92 m²,locationWien (Liesing)
1.275 €,3 Zi.,78.13 m²,locationWien (Liesing)
815 €,2 Zi.,49 m²,locationWien (Liesing)
